date,Kota Tua,Monas,Masjid Istiqlal,istiqlal,Monas Jakarta,Gereja Katedral Jakarta,Kepulauan Seribu,Pulau Pramuka,Wisata religi Jakarta,Museum Bayt Al-Quran TMII,taman mini,TMII,Museum Satria Mandala,Taman Mini Indonesia Indah,PIK,Pantai Indah Kapuk,Wisata kawasan wisata kota lama Jakarta,Kuliner Jakarta,spot foto Bundaran HI,Destinasi unggulan Jakarta,Festival Pulau Jakarta,PRJ,Ragunan,Tiket Dufan,Tiket Ancol,dufan,ancol,Pulau Pari,Wisata Urban Jakarta,GBK,Wisata Jakarta,mall Jakarta,Blok M,Halim,Kereta Jakarta,tiket pesawat ke Halim,Bus Jakarta,Penginapan Jakarta,Hotel Jakarta
5/20/2013,33.54,55.9,0,0,0,0,33.32,0,0,0,35.57,35.57,0,0,46.21,40.25,0,0,0,0,0,48.91,39.13,0,0,73.91,173.9,34.78,0,0,60.2,49.45,78.25,74.53,95.02,0,95.02,0,469.53
5/21/2013,39.13,72.66,0,0,0,0,21.5,24.72,0,0,27.44,44.72,0,0,68.57,28.32,0,0,0,0,0,88.04,29.35,39.13,19.56,121.73,169.55,0,0,0,70.94,77.39,83.84,55.9,93.16,0,89.43,0,391.27
5/22/2013,27.95,72.66,22.36,0,0,0,25.8,0,0,0,28.46,37.6,0,0,58.13,31.3,0,0,0,0,0,68.47,29.35,39.13,19.56,65.21,156.51,52.17,0,0,36.55,51.6,87.57,46.58,89.43,0,55.9,0,452.76
5/23/2013,22.36,72.66,0,0,0,0,0,0,0,0,50.81,0,0,22.36,43.23,26.83,0,0,0,0,0,58.69,19.56,19.56,39.13,99.99,208.68,34.78,0,0,58.05,55.9,81.98,39.13,95.02,0,89.43,0,408.04
5/24/2013,27.95,55.9,0,0,0,0,24.72,0,0,0,49.8,40.65,0,0,73.04,34.28,0,0,0,0,0,29.35,39.13,0,29.35,60.86,221.72,26.08,0,0,45.15,58.05,100.61,57.76,95.02,0,67.08,0,396.86
5/25/2013,39.13,67.08,0,0,0,0,25.8,0,0,0,51.83,51.83,0,0,68.57,0,0,0,0,0,0,68.47,39.13,0,0,73.91,186.94,26.08,0,0,51.6,70.94,139.74,44.72,65.21,0,55.9,0,262.71
5/26/2013,0,78.25,0,0,0,0,0,0,0,0,43.7,43.7,0,0,77.51,31.3,0,0,0,0,0,88.04,29.35,0,0,73.91,134.77,0,0,36.55,30.1,88.14,128.56,67.08,83.84,0,44.72,0,251.53
5/27/2013,44.72,83.84,0,0,22.36,0,27.95,0,0,0,43.7,26.42,0,0,81.98,34.28,0,21.87,0,0,0,68.47,48.91,0,0,91.3,147.81,47.82,0,0,55.9,64.5,68.94,67.08,119.24,0,72.66,0,374.5
5/28/2013,0,55.9,0,0,0,0,21.5,0,0,0,51.83,47.77,0,0,71.55,26.83,0,0,0,0,0,97.82,48.91,39.13,0,104.34,156.51,34.78,0,0,34.4,66.65,76.39,54.03,108.07,0,55.9,0,419.22
5/29/2013,22.36,78.25,0,22.36,0,0,34.4,0,0,0,29.47,31.51,0,0,56.64,35.77,0,0,0,0,0,107.6,29.35,19.56,0,95.64,178.25,34.78,0,0,34.4,60.2,74.53,65.21,111.79,0,61.49,0,408.04
5/30/2013,0,72.66,0,22.36,0,0,0,0,0,0,37.6,32.52,0,0,80.49,28.32,0,0,0,0,0,97.82,19.56,29.35,0,95.64,165.2,30.43,0,0,58.05,62.35,74.53,42.85,95.02,0,61.49,27.95,391.27
5/31/2013,22.36,83.84,0,0,22.36,0,22.57,21.5,0,0,41.67,38.62,0,0,101.36,34.28,0,0,0,0,0,136.95,29.35,39.13,0,95.64,178.25,34.78,0,0,75.24,64.5,74.53,67.08,95.02,0,61.49,27.95,430.4
6/1/2013,27.95,67.08,0,0,0,0,0,0,0,0,37.6,33.54,0,0,65.58,37.26,0,0,0,0,0,156.51,39.13,29.35,0,113.03,234.76,34.78,0,30.1,36.55,68.8,57.76,50.31,100.61,0,33.54,0,296.25
6/2/2013,0,83.84,0,0,0,0,0,0,0,0,48.78,34.55,0,0,65.58,34.28,0,0,0,0,0,146.73,0,0,0,91.3,191.29,0,0,60.2,32.25,81.69,74.53,0,78.25,0,50.31,0,251.53
6/3/2013,0,72.66,0,27.95,0,0,0,24.72,0,0,51.83,40.65,0,0,65.58,25.34,0,0,0,0,0,234.76,39.13,48.91,0,86.95,169.55,21.74,0,49.45,55.9,101.04,80.12,59.62,106.2,0,89.43,0,458.35
6/4/2013,39.13,83.84,0,27.95,0,0,0,0,0,0,36.59,29.47,0,0,68.57,0,0,0,0,0,0,283.67,29.35,29.35,0,91.3,195.64,26.08,0,43,66.65,66.65,61.49,54.03,96.89,0,78.25,0,452.76
6/5/2013,44.72,89.43,0,0,0,0,23.65,37.62,0,0,56.91,25.41,0,34.28,67.08,50.68,0,0,0,0,0,518.44,39.13,19.56,0,86.95,182.59,34.78,0,27.95,60.2,45.15,76.39,87.57,111.79,0,83.84,0,491.88
6/6/2013,72.66,95.02,0,22.36,0,0,29.02,0,0,0,68.09,51.83,0,31.3,80.49,37.26,0,0,0,0,0,978.18,39.13,29.35,0,82.6,226.07,0,0,70.94,66.65,81.69,80.12,48.44,87.57,0,100.61,0,363.32
6/7/2013,39.13,89.43,0,22.36,0,0,23.65,0,0,0,40.65,0,0,0,74.53,35.77,0,0,0,0,0,880.36,29.35,29.35,29.35,108.69,186.94,26.08,0,150.49,53.75,68.8,78.25,57.76,98.75,0,44.72,0,441.58
6/8/2013,22.36,89.43,0,0,0,0,33.32,0,0,0,46.75,32.52,0,25.34,67.08,31.3,0,0,0,0,0,831.45,39.13,39.13,29.35,91.3,208.68,0,0,81.69,43,66.65,76.39,72.66,91.3,0,67.08,0,346.56
6/9/2013,22.36,67.08,0,0,0,0,0,0,0,0,40.65,28.46,0,0,56.64,28.32,0,0,0,0,0,635.82,39.13,29.35,0,86.95,147.81,0,0,34.4,73.09,94.59,67.08,91.3,74.53,0,67.08,0,307.43
6/10/2013,0,89.43,0,0,33.54,0,21.5,0,0,0,24.39,34.55,0,0,73.04,43.23,0,0,0,0,0,694.51,19.56,39.13,0,86.95,139.12,39.13,0,0,49.45,66.65,81.98,70.8,83.84,0,61.49,0,514.24
6/11/2013,39.13,83.84,0,0,0,0,0,0,0,0,37.6,39.64,0,0,46.21,26.83,0,0,0,0,0,538,29.35,29.35,19.56,91.3,160.86,34.78,0,0,49.45,70.94,74.53,42.85,89.43,0,55.9,0,463.94
6/12/2013,0,89.43,0,0,0,0,0,0,0,0,41.67,40.65,0,22.36,64.09,38.75,0,0,0,0,0,498.87,39.13,39.13,0,104.34,134.77,26.08,0,0,55.9,58.05,81.98,65.21,96.89,0,55.9,0,430.4
6/13/2013,27.95,139.74,0,0,27.95,0,0,0,0,0,35.57,37.6,0,0,55.15,23.85,0,0,0,0,0,479.31,29.35,29.35,0,78.25,156.51,21.74,0,51.6,51.6,60.2,74.53,70.8,98.75,0,61.49,0,385.68
6/14/2013,27.95,408.04,0,0,39.13,0,25.8,0,0,0,43.7,54.88,0,28.32,68.57,22.36,0,33.54,0,0,0,762.98,48.91,19.56,29.35,78.25,278.24,26.08,0,0,62.35,62.35,93.16,54.03,95.02,0,67.08,0,424.81
6/15/2013,22.36,463.94,0,0,50.31,0,0,0,0,0,57.93,48.78,0,0,53.66,29.81,0,0,0,0,0,762.98,48.91,39.13,0,69.56,234.76,34.78,0,34.4,55.9,66.65,63.35,27.95,100.61,0,61.49,0,368.91
6/16/2013,39.13,435.99,0,0,39.13,0,0,0,0,0,47.77,0,0,0,65.58,0,0,0,0,0,0,723.85,0,0,0,113.03,160.86,26.08,0,0,58.05,60.2,76.39,57.76,80.12,0,78.25,0,313.02
6/17/2013,22.36,217.99,0,22.36,0,0,27.95,0,0,0,43.7,35.57,0,22.36,81.98,34.28,0,0,0,0,0,489.09,39.13,29.35,19.56,91.3,191.29,43.47,0,0,38.7,96.74,65.21,61.49,63.35,0,61.49,0,491.88
6/18/2013,27.95,128.56,0,22.36,27.95,0,30.1,0,0,0,25.41,35.57,0,25.34,68.57,35.77,0,0,0,0,0,430.4,39.13,39.13,0,130.42,204.33,0,0,23.65,45.15,75.24,81.98,50.31,87.57,0,67.08,0,491.88
6/19/2013,0,122.97,0,0,0,0,24.72,0,0,0,45.73,40.65,0,0,53.66,0,0,0,0,0,0,420.62,29.35,39.13,0,113.03,204.33,30.43,0,0,58.05,64.5,83.84,55.9,113.66,0,83.84,0,542.19
6/20/2013,0,111.79,0,0,22.36,0,22.57,0,0,0,32.52,34.55,0,0,67.08,0,0,0,0,0,0,332.58,29.35,48.91,39.13,134.77,252.15,39.13,0,0,43,96.74,68.94,68.94,85.71,0,78.25,22.36,514.24
6/21/2013,33.54,195.64,0,22.36,55.9,0,43,0,0,0,46.75,53.86,0,0,89.43,34.28,0,30.62,0,0,0,391.27,48.91,78.25,29.35,160.86,304.32,0,0,0,70.94,118.24,108.07,50.31,119.24,0,95.02,0,491.88
6/22/2013,39.13,558.96,0,27.95,128.56,0,26.87,0,0,0,57.93,59.96,0,0,86.45,25.34,0,0,0,0,0,498.87,58.69,39.13,29.35,126.08,291.28,0,0,53.75,49.45,107.49,81.98,44.72,115.52,0,117.38,33.54,335.38
6/23/2013,39.13,251.53,0,39.13,61.49,0,0,0,0,0,51.83,39.64,0,0,95.4,0,0,26.25,0,0,0,371.71,29.35,29.35,39.13,117.38,195.64,0,0,0,62.35,116.09,100.61,26.08,108.07,0,111.79,0,335.38
6/24/2013,22.36,139.74,0,22.36,27.95,0,31.17,0,0,0,60.98,39.64,0,31.3,68.57,0,0,0,0,0,0,283.67,39.13,58.69,39.13,134.77,195.64,39.13,0,0,55.9,88.14,72.66,61.49,150.92,0,106.2,0,469.53
6/25/2013,22.36,122.97,0,0,22.36,0,22.57,0,0,0,40.65,37.6,0,0,87.94,23.85,0,0,0,0,0,244.54,29.35,58.69,39.13,143.47,208.68,34.78,0,0,53.75,75.24,68.94,68.94,163.96,0,83.84,0,452.76
6/26/2013,0,111.79,0,0,0,0,21.5,0,0,0,44.72,24.39,0,37.26,90.92,29.81,0,0,0,0,0,254.33,48.91,68.47,39.13,156.51,226.07,56.52,0,21.5,62.35,88.14,63.35,52.17,149.06,0,78.25,0,503.06
6/27/2013,33.54,106.2,0,0,0,0,33.32,22.57,0,0,42.68,52.85,0,29.81,86.45,31.3,0,0,0,0,0,273.89,29.35,68.47,39.13,173.9,221.72,0,0,27.95,62.35,60.2,83.84,61.49,130.42,0,83.84,0,497.47
6/28/2013,27.95,139.74,0,0,27.95,0,26.87,0,0,0,69.11,43.7,0,0,81.98,46.21,0,0,0,0,0,254.33,29.35,58.69,39.13,143.47,247.81,34.78,0,0,101.04,66.65,80.12,55.9,128.56,0,100.61,0,497.47
6/29/2013,33.54,178.87,0,0,39.13,0,0,0,0,0,45.73,52.85,0,0,73.04,37.26,0,33.54,0,0,0,303.24,39.13,48.91,39.13,160.86,239.11,26.08,0,0,68.8,64.5,85.71,61.49,109.93,0,61.49,0,352.14
6/30/2013,33.54,162.1,0,0,0,0,0,0,0,0,52.85,42.68,0,0,79,38.75,0,0,0,0,0,293.45,29.35,39.13,39.13,104.34,204.33,0,0,0,45.15,68.8,68.94,52.17,95.02,0,83.84,0,363.32
7/1/2013,0,111.79,0,0,27.95,0,0,0,0,0,45.73,31.51,0,22.36,84.96,35.77,0,0,0,0,0,254.33,48.91,68.47,29.35,139.12,199.98,30.43,0,0,62.35,66.65,111.79,74.53,180.73,0,111.79,0,469.53
7/2/2013,0,95.02,0,0,0,0,23.65,0,0,0,39.64,34.55,0,0,76.02,34.28,0,0,0,0,0,215.2,39.13,48.91,19.56,147.81,221.72,21.74,0,0,30.1,40.85,76.39,57.76,165.82,0,72.66,0,469.53
7/3/2013,0,117.38,0,0,0,0,0,0,0,0,51.83,37.6,0,25.34,84.96,29.81,0,0,0,0,0,234.76,48.91,39.13,29.35,117.38,186.94,21.74,0,0,36.55,77.39,100.61,74.53,137.88,0,44.72,0,519.83
7/4/2013,33.54,78.25,0,0,22.36,0,0,0,0,0,35.57,22.36,0,0,108.81,29.81,0,0,0,0,0,195.64,39.13,39.13,29.35,126.08,195.64,30.43,0,30.1,47.3,81.69,85.71,65.21,115.52,0,83.84,0,486.3
7/5/2013,27.95,50.31,0,0,0,0,26.87,0,0,0,40.65,25.41,0,0,92.41,53.66,0,0,0,0,0,234.76,39.13,48.91,0,104.34,173.9,21.74,0,0,49.45,75.24,102.48,76.39,117.38,0,72.66,0,480.71
7/6/2013,22.36,117.38,0,0,0,0,0,0,0,0,54.88,34.55,0,0,92.41,58.13,0,27.7,0,0,0,371.71,0,0,0,69.56,165.2,0,0,0,43,98.89,59.62,42.85,96.89,0,50.31,0,296.25
7/7/2013,0,122.97,27.95,0,0,0,0,0,0,0,43.7,0,0,0,86.45,29.81,0,0,0,0,0,303.24,78.25,29.35,0,121.73,147.81,30.43,0,27.95,0,75.24,96.89,33.54,72.66,0,67.08,0,285.07
7/8/2013,27.95,117.38,0,0,0,0,0,0,0,0,34.55,24.39,0,0,84.96,31.3,0,0,0,0,0,107.6,19.56,29.35,19.56,91.3,156.51,30.43,0,0,36.55,45.15,87.57,61.49,85.71,0,67.08,0,324.2
7/9/2013,27.95,83.84,0,33.54,0,0,0,0,0,0,42.68,24.39,0,0,68.57,32.79,0,0,0,0,0,58.69,29.35,0,0,69.56,134.77,0,0,34.4,49.45,62.35,57.76,50.31,89.43,0,61.49,0,363.32
7/10/2013,22.36,100.61,0,33.54,0,0,0,0,0,0,30.49,0,0,0,61.11,29.81,0,0,0,0,0,29.35,29.35,29.35,0,65.21,134.77,0,0,23.65,34.4,64.5,81.98,55.9,122.97,0,78.25,0,396.86
7/11/2013,27.95,100.61,27.95,33.54,0,0,0,0,0,0,47.77,0,0,0,62.6,26.83,0,29.16,0,0,0,0,0,0,0,43.47,165.2,0,0,43,32.25,75.24,61.49,54.03,113.66,0,67.08,0,408.04
7/12/2013,33.54,156.51,0,39.13,0,0,0,0,0,0,26.42,29.47,0,0,65.58,0,0,27.7,0,0,0,29.35,0,19.56,0,52.17,156.51,21.74,0,53.75,43,96.74,98.75,81.98,104.34,0,72.66,0,430.4
7/13/2013,0,111.79,27.95,33.54,27.95,0,0,0,0,0,50.81,26.42,0,0,80.49,0,0,25.52,0,0,0,0,29.35,0,0,52.17,165.2,26.08,0,53.75,27.95,90.29,48.44,55.9,102.48,0,50.31,0,307.43
7/14/2013,0,111.79,0,33.54,0,0,0,0,0,0,0,0,0,0,61.11,32.79,0,26.25,0,0,0,0,29.35,0,0,56.52,134.77,0,0,126.84,47.3,62.35,67.08,40.99,65.21,0,83.84,0,307.43
7/15/2013,0,83.84,0,33.54,0,0,0,0,0,0,41.67,0,0,0,71.55,31.3,0,0,0,0,0,0,29.35,0,0,52.17,139.12,0,0,45.15,32.25,66.65,104.34,59.62,80.12,0,95.02,0,419.22
7/16/2013,27.95,100.61,0,33.54,0,0,0,0,0,0,41.67,0,0,0,65.58,28.32,0,0,0,0,0,0,29.35,0,0,73.91,108.69,0,0,40.85,45.15,75.24,67.08,61.49,89.43,0,78.25,0,413.63
7/17/2013,55.9,106.2,0,0,0,0,0,0,0,0,25.41,0,0,0,53.66,0,0,0,0,0,0,0,29.35,39.13,0,52.17,134.77,0,0,32.25,30.1,60.2,93.16,109.93,117.38,0,106.2,0,402.45
7/18/2013,0,106.2,0,0,0,0,30.1,0,0,0,33.54,32.52,0,0,76.02,28.32,0,0,0,0,0,0,19.56,0,0,56.52,126.08,34.78,25.8,53.75,38.7,75.24,50.31,76.39,108.07,0,83.84,0,408.04
7/19/2013,27.95,106.2,0,27.95,22.36,0,25.8,0,0,0,33.54,28.46,0,0,81.98,35.77,0,0,0,0,0,29.35,29.35,0,0,65.21,173.9,0,0,45.15,45.15,85.99,70.8,50.31,104.34,0,89.43,0,424.81
7/20/2013,27.95,95.02,0,0,22.36,0,0,0,0,0,33.54,0,0,0,55.15,25.34,0,0,0,0,0,0,0,0,0,34.78,99.99,0,0,156.94,43,68.8,68.94,39.13,68.94,0,78.25,0,296.25
7/21/2013,0,89.43,0,0,0,0,33.32,0,0,0,0,25.41,0,0,92.41,0,0,0,0,0,0,0,0,0,0,69.56,117.38,0,0,92.44,49.45,73.09,68.94,26.08,76.39,0,72.66,0,273.89
7/22/2013,0,55.9,0,33.54,0,0,0,0,0,0,38.62,28.46,0,0,58.13,40.25,0,0,0,0,0,29.35,39.13,0,0,43.47,147.81,26.08,0,53.75,45.15,62.35,91.3,78.25,95.02,0,83.84,0,419.22
7/23/2013,0,117.38,0,0,22.36,0,0,0,0,0,55.9,23.37,0,0,74.53,37.26,0,24.06,0,0,0,0,48.91,0,0,60.86,143.47,0,0,73.09,45.15,64.5,76.39,76.39,100.61,0,89.43,27.95,413.63
7/24/2013,0,72.66,0,0,0,0,29.02,0,0,0,39.64,0,0,0,47.7,22.36,0,21.14,0,0,0,0,29.35,0,0,69.56,126.08,39.13,0,83.84,38.7,75.24,80.12,61.49,109.93,0,100.61,27.95,391.27
7/25/2013,27.95,111.79,0,33.54,0,0,33.32,0,0,0,35.57,27.44,0,0,73.04,26.83,0,0,0,0,0,0,0,0,0,39.13,147.81,39.13,0,197.79,47.3,70.94,89.43,59.62,93.16,0,117.38,0,391.27
7/26/2013,22.36,83.84,0,0,0,0,0,0,0,0,28.46,34.55,0,0,73.04,0,0,0,0,0,0,0,29.35,0,0,86.95,147.81,0,0,51.6,49.45,64.5,63.35,46.58,108.07,0,95.02,0,368.91
7/27/2013,27.95,67.08,27.95,33.54,0,0,0,0,0,0,30.49,25.41,0,0,68.57,0,0,0,0,0,0,0,0,0,0,86.95,134.77,30.43,0,0,25.8,88.14,104.34,65.21,98.75,0,100.61,0,290.66
7/28/2013,0,44.72,0,22.36,0,0,0,0,0,0,35.57,43.7,0,0,70.06,0,0,0,0,0,0,0,29.35,29.35,0,65.21,126.08,0,0,25.8,53.75,75.24,67.08,50.31,85.71,0,83.84,0,262.71
7/29/2013,0,83.84,0,0,0,0,0,0,0,0,26.42,0,0,0,81.98,0,0,0,0,0,0,0,29.35,39.13,0,73.91,160.86,26.08,0,0,49.45,88.14,89.43,52.17,95.02,0,95.02,0,396.86
7/30/2013,0,78.25,0,44.72,0,0,0,0,0,0,32.52,0,0,0,68.57,31.3,0,24.79,0,0,0,0,29.35,0,0,60.86,160.86,0,0,32.25,53.75,70.94,81.98,52.17,91.3,0,100.61,0,352.14
7/31/2013,0,61.49,0,27.95,0,0,0,0,0,0,33.54,23.37,0,0,87.94,49.19,0,0,0,0,0,0,0,29.35,0,91.3,165.2,30.43,0,27.95,51.6,70.94,91.3,54.03,76.39,0,117.38,0,352.14
8/1/2013,0,61.49,27.95,0,0,0,0,0,0,0,30.49,0,0,22.36,46.21,22.36,0,25.52,0,0,0,0,29.35,0,0,95.64,160.86,43.47,0,0,43,70.94,89.43,55.9,117.38,0,95.02,0,324.2
8/2/2013,22.36,72.66,39.13,39.13,0,0,22.57,0,0,0,27.44,0,0,0,70.06,28.32,0,0,0,0,0,0,0,39.13,0,139.12,165.2,39.13,0,0,55.9,77.39,67.08,57.76,132.29,0,111.79,0,318.61
8/3/2013,0,100.61,0,44.72,0,0,0,0,0,0,35.57,33.54,0,0,79,0,0,30.62,0,0,0,0,0,39.13,0,99.99,182.59,26.08,0,25.8,64.5,90.29,57.76,39.13,91.3,0,72.66,0,318.61
8/4/2013,50.31,89.43,0,0,0,0,0,0,0,0,34.55,30.49,0,0,76.02,37.26,0,0,0,0,0,0,0,39.13,0,130.42,186.94,47.82,0,0,70.94,75.24,65.21,42.85,113.66,0,111.79,0,268.3
8/5/2013,44.72,78.25,0,22.36,22.36,0,0,0,0,0,39.64,37.6,0,0,81.98,31.3,0,0,0,0,0,0,19.56,68.47,29.35,152.16,213.03,47.82,0,0,73.09,70.94,68.94,46.58,104.34,0,83.84,0,391.27
8/6/2013,0,55.9,39.13,44.72,0,0,25.8,0,0,0,41.67,45.73,0,0,99.87,29.81,0,0,0,0,0,0,29.35,78.25,48.91,147.81,282.59,47.82,0,0,58.05,88.14,111.79,31.67,63.35,0,89.43,0,313.02
8/7/2013,0,72.66,44.72,61.49,0,0,0,0,0,0,67.08,0,0,0,131.17,0,0,0,0,0,0,0,0,48.91,48.91,160.86,260.85,30.43,0,0,55.9,81.69,57.76,48.44,108.07,0,61.49,0,385.68
8/8/2013,0,50.31,44.72,78.25,0,0,0,0,0,0,88.42,63.01,0,53.66,149.06,67.08,0,40.1,0,0,0,0,97.82,88.04,136.95,252.15,373.88,0,0,0,73.09,133.29,46.58,0,130.42,0,67.08,0,368.91
8/9/2013,0,95.02,0,0,0,0,0,0,0,0,98.58,88.42,0,31.3,102.85,0,0,0,0,0,0,0,107.6,136.95,136.95,256.5,434.75,34.78,0,0,144.04,109.64,67.08,33.54,115.52,0,72.66,0,368.91
8/10/2013,0,89.43,0,0,0,0,0,0,0,0,86.38,96.55,0,35.77,129.68,65.58,0,35.72,0,0,0,0,88.04,127.16,78.25,243.46,395.62,43.47,0,0,116.09,113.94,70.8,44.72,141.6,0,50.31,33.54,313.02
8/11/2013,50.31,117.38,0,0,0,0,0,0,0,0,67.08,71.14,0,35.77,125.21,32.79,0,0,0,0,0,0,97.82,68.47,58.69,204.33,286.93,30.43,0,0,109.64,68.8,67.08,42.85,121.11,0,72.66,0,301.84
8/12/2013,33.54,83.84,0,22.36,0,0,24.72,0,0,0,58.94,61.99,0,0,113.28,34.28,0,25.52,0,0,0,0,58.69,88.04,48.91,191.29,286.93,56.52,0,0,79.54,75.24,102.48,61.49,147.19,0,72.66,33.54,368.91
8/13/2013,0,72.66,0,0,0,0,22.57,0,0,0,46.75,54.88,0,0,92.41,41.74,0,0,0,0,0,0,48.91,78.25,48.91,186.94,252.15,43.47,0,0,66.65,64.5,76.39,54.03,141.6,0,89.43,0,441.58
8/14/2013,22.36,89.43,0,0,0,0,26.87,0,0,0,47.77,33.54,0,0,77.51,40.25,0,0,0,0,0,0,48.91,39.13,48.91,152.16,273.89,56.52,0,0,64.5,70.94,89.43,59.62,139.74,0,78.25,0,346.56
8/15/2013,0,95.02,0,0,0,0,0,43,0,0,56.91,27.44,0,0,89.43,29.81,0,0,0,0,0,0,39.13,48.91,39.13,134.77,208.68,56.52,0,23.65,64.5,62.35,68.94,35.4,136.01,0,95.02,0,419.22
8/16/2013,44.72,100.61,0,0,0,0,0,25.8,0,0,50.81,50.81,0,0,86.45,26.83,0,0,0,0,0,0,48.91,58.69,29.35,152.16,269.54,43.47,0,0,43,83.84,102.48,39.13,115.52,0,55.9,22.36,430.4
8/17/2013,39.13,128.56,0,0,0,0,24.72,0,0,0,48.78,38.62,0,0,83.47,0,0,26.98,0,0,0,0,39.13,39.13,29.35,104.34,247.81,0,0,30.1,60.2,85.99,55.9,48.44,108.07,0,61.49,0,268.3
8/18/2013,39.13,134.15,0,0,0,0,0,0,0,0,43.7,29.47,0,0,90.92,28.32,0,0,0,0,0,0,29.35,48.91,0,82.6,186.94,26.08,0,25.8,49.45,66.65,74.53,27.95,104.34,0,67.08,0,240.35
8/19/2013,33.54,78.25,0,0,0,0,24.72,0,0,0,47.77,26.42,0,0,65.58,37.26,0,0,0,0,0,0,48.91,39.13,19.56,91.3,156.51,52.17,0,0,51.6,45.15,68.94,57.76,145.33,0,61.49,0,452.76
8/20/2013,0,78.25,0,0,0,0,24.72,0,0,0,46.75,29.47,0,22.36,79,34.28,0,26.98,0,0,0,0,39.13,29.35,0,73.91,160.86,34.78,0,21.5,62.35,55.9,76.39,59.62,134.15,0,67.08,0,503.06
8/21/2013,33.54,89.43,0,0,0,0,33.32,0,0,0,50.81,36.59,0,29.81,79,34.28,0,0,0,0,0,0,19.56,29.35,0,108.69,165.2,21.74,0,0,62.35,45.15,76.39,48.44,100.61,0,89.43,0,558.96
8/22/2013,33.54,67.08,0,0,0,0,58.05,0,0,0,34.55,43.7,0,0,76.02,37.26,0,0,0,0,0,0,39.13,29.35,0,86.95,147.81,34.78,0,0,53.75,73.09,85.71,57.76,147.19,0,78.25,0,503.06
8/23/2013,0,55.9,0,0,0,0,107.49,0,0,0,47.77,48.78,0,35.77,86.45,31.3,0,22.6,0,0,0,0,39.13,29.35,19.56,82.6,173.9,47.82,0,30.1,58.05,75.24,63.35,52.17,119.24,0,89.43,27.95,435.99
8/24/2013,0,78.25,0,22.36,0,0,33.32,0,0,0,41.67,32.52,0,0,73.04,28.32,0,0,0,0,0,0,39.13,0,29.35,56.52,204.33,39.13,0,36.55,43,83.84,50.31,50.31,109.93,0,39.13,0,318.61
8/25/2013,44.72,117.38,0,0,0,0,35.47,0,0,0,49.8,40.65,0,0,90.92,0,0,30.62,0,0,0,0,39.13,29.35,0,78.25,134.77,0,0,156.94,27.95,58.05,54.03,63.35,109.93,0,61.49,0,329.79
8/26/2013,0,72.66,0,0,0,0,60.2,0,0,0,61.99,44.72,0,25.34,73.04,44.72,0,0,0,0,0,0,29.35,39.13,19.56,95.64,165.2,34.78,0,90.29,58.05,75.24,72.66,59.62,115.52,0,72.66,27.95,503.06
8/27/2013,0,83.84,0,0,0,0,47.3,0,0,0,37.6,40.65,0,0,62.6,22.36,0,0,0,0,0,0,29.35,19.56,29.35,78.25,147.81,47.82,0,32.25,66.65,66.65,57.76,68.94,104.34,0,83.84,22.36,486.3
8/28/2013,22.36,61.49,0,0,0,0,59.12,0,0,0,49.8,46.75,0,0,64.09,59.62,0,0,0,0,0,0,29.35,39.13,19.56,78.25,152.16,21.74,0,0,58.05,70.94,72.66,68.94,124.83,0,55.9,0,441.58
8/29/2013,0,72.66,0,22.36,0,0,54.82,0,0,0,49.8,42.68,0,23.85,74.53,43.23,0,0,0,0,0,0,39.13,19.56,0,108.69,165.2,47.82,0,27.95,64.5,58.05,76.39,87.57,111.79,0,50.31,0,469.53
8/30/2013,22.36,72.66,0,0,0,0,40.85,0,0,0,36.59,56.91,0,0,74.53,32.79,0,0,0,0,0,19.56,39.13,29.35,0,86.95,173.9,56.52,0,0,53.75,51.6,85.71,81.98,104.34,0,50.31,0,458.35
8/31/2013,33.54,106.2,0,0,27.95,0,0,0,0,0,42.68,43.7,0,23.85,95.4,41.74,0,26.98,0,0,0,29.35,48.91,19.56,0,73.91,169.55,26.08,0,0,66.65,73.09,102.48,54.03,80.12,0,50.31,0,368.91
9/1/2013,27.95,106.2,0,0,0,23.65,0,0,0,0,66.06,53.86,0,0,73.04,0,0,0,0,0,0,0,48.91,39.13,0,91.3,147.81,43.47,0,0,45.15,60.2,81.98,61.49,83.84,0,39.13,0,329.79
9/2/2013,27.95,83.84,0,0,0,0,29.02,0,0,0,44.72,31.51,0,0,65.58,28.32,0,0,0,0,0,29.35,29.35,0,0,73.91,160.86,52.17,0,0,53.75,62.35,85.71,67.08,91.3,0,61.49,22.36,486.3
9/3/2013,22.36,95.02,0,0,0,0,32.25,0,0,0,56.91,27.44,0,0,76.02,31.3,0,0,0,0,0,0,29.35,29.35,0,65.21,121.73,39.13,0,0,62.35,32.25,78.25,52.17,117.38,0,50.31,0,441.58
9/4/2013,27.95,72.66,0,0,0,0,35.47,0,0,0,31.51,0,0,44.72,71.55,0,0,0,0,0,0,0,19.56,0,0,60.86,139.12,43.47,0,0,47.3,55.9,70.8,54.03,119.24,0,61.49,0,475.12
9/5/2013,33.54,95.02,0,0,0,0,24.72,0,24.72,0,48.78,41.67,0,0,81.98,29.81,0,0,0,0,0,0,29.35,19.56,19.56,73.91,143.47,26.08,0,0,68.8,58.05,68.94,52.17,106.2,0,78.25,33.54,469.53
